order_id,total_quantity,order_value
O00014934,3,87.3
O00014935,6,1202.18
O00014936,1,95.98
O00014937,1,110.43
O00014938,6,1968.1900000000003
O00014939,4,445.65999999999997
O00014940,1,202.11
O00014941,2,818.0799999999999
O00014942,2,1340.3400000000001
O00014943,4,2318.62
O00014944,3,2427.45
O00014945,8,1195.81
O00014946,3,142.65
O00014947,3,492.63
O00014948,2,186.14
O00014949,1,143.9
O00014950,1,85.29
O00014951,2,549.84
O00014952,5,477.43
O00014953,8,1069.14
O00014954,6,2132.3
O00014955,2,47.16
O00014956,4,852.49
O00014957,3,1605.25
O00014958,1,234.99
O00014959,3,663.19
O00014960,1,160.19
O00014961,8,553.5699999999999
O00014962,2,220.66
O00014963,3,368.11
O00014964,2,737.64
O00014965,1,54.36
O00014966,1,45.74
O00014967,1,46.64
O00014968,5,1168.43
O00014969,1,73.39
O00014970,2,269.9
O00014971,2,74.86
O00014972,5,1031.37
O00014973,2,104.58
O00014974,5,1297.98
O00014975,2,315.64
O00014976,5,399.7
O00014977,4,93.04
O00014978,1,54.46
O00014979,3,116.79
O00014980,3,542.6
O00014981,1,28.52
O00014982,7,943.05
O00014983,3,182.46
O00014984,3,991.62
O00014985,2,96.8
O00014986,4,1251.31
O00014987,1,814.3
O00014988,5,1383.21
O00014989,3,208.9
O00014990,1,154.57
O00014991,2,46.64
O00014992,2,2705.26
O00014993,5,447.2
O00014994,5,981.03
O00014995,7,344.29
O00014996,7,2920.9300000000003
O00014997,2,29.96
O00014998,4,392.25
O00014999,5,3111.9700000000003
O00015000,3,499.77
O00015001,1,11.44
O00015002,1,78.16
O00015003,1,79.6
O00015004,6,2350.27
O00015005,1,20.19
O00015006,3,233.13
O00015007,1,786.4
O00015008,4,598.92
O00015009,4,296.13
O00015010,4,172.72
O00015011,3,288.33
O00015012,4,777.29
O00015013,4,238.38
O00015014,5,320.46
O00015015,3,1449.13
O00015016,2,317.5
O00015017,3,231.84
O00015018,1,10.49
O00015019,2,36.33
O00015020,6,2337.6
O00015021,1,32.07
O00015022,4,320.73
O00015023,7,743.46
O00015024,3,185.51999999999998
O00015025,2,3670.64
O00015026,1,58.95
O00015027,2,104.03999999999999
O00015028,2,56.8
O00015029,1,163.08
O00015030,5,771.1999999999999
O00015031,2,437.06
O00015032,1,39.32
O00015033,2,710.28
O00015034,4,1146.85
O00015035,4,238.3
O00015036,11,1356.44
O00015037,4,126.88
O00015038,5,2158.9700000000003
O00015039,3,287.87
O00015040,8,809.26
O00015041,3,299.37
O00015042,1,115.92
O00015043,2,571.95
O00015044,1,54.22
O00015045,3,3086.64
O00015046,5,1152.0
O00015047,4,148.89
O00015048,5,159.95
O00015049,1,22.48
O00015050,1,84.79
O00015051,2,151.28
O00015052,1,112.22
O00015053,5,2624.23
O00015054,1,7.76
O00015055,2,1728.38
O00015056,5,193.75
O00015057,4,478.98
O00015058,1,815.47
O00015059,5,497.08000000000004
O00015060,1,83.14
O00015061,2,81.53
O00015062,2,119.58
O00015063,2,1311.25
O00015064,1,241.98
O00015065,2,1063.67
O00015066,1,375.68
O00015067,2,97.69
O00015068,6,1444.97
O00015069,2,135.04
O00015070,3,133.32
O00015071,1,814.3
O00015072,4,1617.06
O00015073,1,28.04
O00015074,2,252.48
O00015075,3,1682.62
O00015076,7,385.38
O00015077,2,204.48999999999998
O00015078,2,36.94
O00015079,1,7.76
O00015080,3,131.83
O00015081,6,661.84
O00015082,3,29.76
O00015083,1,9.1
O00015084,1,145.72
O00015085,2,2194.56
O00015086,3,537.22
O00015087,2,418.07
O00015088,5,564.88
O00015089,1,82.77
O00015090,1,6.79
O00015091,4,172.29
O00015092,2,1442.62
O00015093,3,52.44
O00015094,4,160.74
O00015095,2,1050.46
O00015096,2,641.98
O00015097,4,262.65
O00015098,1,142.59
O00015099,1,185.46
O00015100,1,1047.18
O00015101,7,587.6700000000001
O00015102,5,208.34
O00015103,7,1984.68
O00015104,2,109.3
O00015105,1,10.78
O00015106,7,464.66
O00015107,7,1718.35
O00015108,2,319.76
O00015109,4,437.48
O00015110,4,805.35
O00015111,4,1085.17
O00015112,1,70.84
O00015113,2,43.04
O00015114,8,209.56
O00015115,1,38.21
O00015116,4,295.06
O00015117,1,88.96
O00015118,1,51.04
O00015119,2,205.72
O00015120,8,3980.02
O00015121,1,91.33
O00015122,4,744.59
O00015123,2,210.96
O00015124,4,219.28
O00015125,1,84.37
O00015126,7,459.02
O00015127,1,71.91
O00015128,3,437.64
O00015129,5,739.26
O00015130,2,140.73000000000002
O00015131,2,579.62
O00015132,5,1781.17
O00015133,5,451.48
O00015134,3,45.66
O00015135,5,334.11
O00015136,5,400.18
O00015137,2,602.81
O00015138,1,70.33
O00015139,3,254.26
O00015140,1,215.65
O00015141,3,194.7
O00015142,5,570.98
O00015143,2,96.94
O00015144,1,73.39
O00015145,1,1700.35
O00015146,3,361.46
O00015147,1,133.34
O00015148,2,40.8
O00015149,4,1089.34
O00015150,1,15.52
O00015151,2,290.17
O00015152,8,333.62
O00015153,3,229.26999999999998
O00015154,1,99.47
O00015155,1,108.65
O00015156,3,494.65
O00015157,1,177.88
O00015158,1,72.87
O00015159,1,30.01
O00015160,1,154.67
O00015161,1,117.09
O00015162,4,518.47
O00015163,1,253.18
O00015164,1,376.31
O00015165,3,442.79
O00015166,8,394.51
O00015167,6,687.6600000000001
O00015168,1,118.33
O00015169,1,19.22
O00015170,2,151.35
O00015171,2,1124.9
O00015172,7,1832.97
O00015173,1,41.44
O00015174,4,211.09
O00015175,10,3993.63
O00015176,1,60.33
O00015177,1,58.73
O00015178,1,9.53
O00015179,2,146.53
O00015180,3,491.45
O00015181,3,546.48
O00015182,1,929.73
O00015183,2,141.4
O00015184,2,116.22
O00015185,5,237.91
O00015186,3,365.77
O00015187,1,54.46
O00015188,2,85.67
O00015189,5,1559.3300000000002
O00015190,2,53.23
O00015191,2,189.16
O00015192,3,228.41
O00015193,2,85.52
O00015194,3,1839.38
O00015195,3,113.52
O00015196,1,14.44
O00015197,3,313.75
O00015198,2,847.34
O00015199,3,619.24
O00015200,1,1206.17
O00015201,1,205.74
O00015202,2,167.02
O00015203,1,41.51
O00015204,1,67.41
O00015205,1,19.68
O00015206,4,710.9499999999999
O00015207,7,1165.54
O00015208,2,1553.17
O00015209,1,21.46
O00015210,2,65.56
O00015211,3,149.52
O00015212,5,158.22
O00015213,4,206.53
O00015214,4,150.58
O00015215,2,408.63
O00015216,2,186.9
O00015217,2,441.04
O00015218,2,70.1
O00015219,1,2.41
O00015220,4,2618.37
O00015221,2,202.84
O00015222,4,745.53
O00015223,1,48.15
O00015224,1,63.96
O00015225,8,2505.69
O00015226,3,565.87
O00015227,4,1040.02
O00015228,2,2031.18
O00015229,2,528.7
O00015230,4,2808.83
O00015231,1,150.71
O00015232,1,37.01
O00015233,1,19.4
O00015234,2,572.62
O00015235,4,197.61
O00015236,4,400.47999999999996
O00015237,1,42.91
O00015238,10,1611.3400000000001
O00015239,4,832.77
O00015240,3,253.83
O00015241,2,139.4
O00015242,7,412.71000000000004
O00015243,2,288.32
O00015244,5,500.21999999999997
O00015245,2,17.75
O00015246,5,299.62
O00015247,4,2218.3300000000004
O00015248,7,2078.7000000000003
O00015249,1,186.4
O00015250,5,449.45000000000005
O00015251,3,200.07
O00015252,4,256.25
O00015253,2,610.84
O00015254,4,350.34000000000003
O00015255,2,309.36
O00015256,3,292.64
O00015257,3,799.73
O00015258,6,525.32
O00015259,5,519.25
O00015260,3,288.84000000000003
O00015261,1,1772.36
O00015262,2,1349.44
O00015263,4,273.03999999999996
O00015264,1,566.53
O00015265,3,365.66
O00015266,6,1123.3899999999999
O00015267,3,2225.76
O00015268,1,1248.13
O00015269,2,110.57
O00015270,1,319.47
O00015271,1,46.36
O00015272,3,1702.7600000000002
O00015273,7,1892.26
O00015274,2,32.9
O00015275,2,416.64
O00015276,3,451.95000000000005
O00015277,2,96.03
O00015278,5,1120.82
O00015279,4,162.35
O00015280,1,28.52
O00015281,2,603.88
O00015282,7,3437.44
O00015283,3,1368.58
O00015284,5,1212.12
O00015285,4,1235.3700000000001
O00015286,3,900.72
O00015287,1,103.54
O00015288,1,80.56
O00015289,3,108.67
O00015290,4,725.95
O00015291,3,1055.69
O00015292,2,163.04
O00015293,2,468.98
O00015294,2,47.91
O00015295,2,126.99000000000001
O00015296,2,42.55
O00015297,5,310.08000000000004
O00015298,4,936.63
O00015299,6,1184.8799999999999
O00015300,1,283.47
O00015301,3,208.02
O00015302,5,328.31
O00015303,5,2093.55
O00015304,6,1266.25
O00015305,1,45.66
O00015306,5,3886.7000000000003
O00015307,1,244.36
O00015308,3,324.64
O00015309,7,1551.97
O00015310,2,350.04
O00015311,6,815.6500000000001
O00015312,1,37.9
O00015313,6,1889.45
O00015314,1,28.77
O00015315,2,68.2
O00015316,2,585.74
O00015317,3,957.95
O00015318,4,1546.0900000000001
O00015319,2,113.91
O00015320,1,12.81
O00015321,1,138.24
O00015322,1,19.35
O00015323,1,61.06
O00015324,1,42.76
O00015325,2,453.7
O00015326,5,492.02
O00015327,6,1280.19
O00015328,1,39.02
O00015329,7,5035.42
O00015330,11,1214.18
O00015331,4,587.9300000000001
O00015332,1,65.21
O00015333,2,188.45000000000002
O00015334,1,44.71
O00015335,1,307.54
O00015336,1,160.18
O00015337,4,405.37
O00015338,2,530.0
O00015339,1,18.47
O00015340,4,382.71000000000004
O00015341,2,351.21
O00015342,2,377.1
O00015343,6,231.38
O00015344,3,879.57
O00015345,3,163.23
O00015346,2,70.82
O00015347,4,292.18
O00015348,4,2327.16
O00015349,2,122.28
O00015350,2,138.92
O00015351,5,109.91
O00015352,2,265.40999999999997
O00015353,1,10.35
O00015354,3,358.82
O00015355,5,2635.6
O00015356,3,134.88
O00015357,2,57.04
O00015358,4,149.34
O00015359,5,1118.96
O00015360,7,571.93
O00015361,1,1206.27
O00015362,5,561.75
O00015363,3,1553.95
O00015364,2,468.63
O00015365,2,74.02
O00015366,1,12.47
O00015367,3,62.76
O00015368,7,3052.8199999999997
O00015369,1,6.52
O00015370,3,188.15
O00015371,1,49.84
O00015372,5,1133.06
O00015373,1,42.45
O00015374,6,227.01
O00015375,2,147.5
O00015376,1,85.29
O00015377,2,115.5
O00015378,4,414.33
O00015379,6,900.3100000000001
O00015380,1,81.57
O00015381,3,363.06
O00015382,1,91.92
O00015383,3,657.1899999999999
O00015384,4,742.02
O00015385,4,193.72000000000003
O00015386,3,671.82
O00015387,1,133.34
O00015388,6,3913.83
O00015389,5,1126.46
O00015390,2,136.05
O00015391,1,14.81
O00015392,1,112.19
O00015393,3,235.51
O00015394,3,10.469999999999999
O00015395,1,9.97
O00015396,5,834.19
O00015397,3,27.75
O00015398,1,17.6
O00015399,1,861.62
O00015400,3,268.39
O00015401,5,766.26
O00015402,3,823.98
O00015403,2,311.12
O00015404,3,1387.71
O00015405,9,986.3
O00015406,1,628.13
O00015407,2,228.8
O00015408,5,145.13
O00015409,1,1257.52
O00015410,5,327.12
O00015411,1,58.83
O00015412,1,111.61
O00015413,2,148.16
O00015414,6,1497.39
O00015415,3,371.6
O00015416,2,7.92
O00015417,2,3.56
O00015418,1,63.5
O00015419,1,121.89
O00015420,2,189.9
O00015421,1,199.78
O00015422,1,226.24
O00015423,2,179.53
O00015424,5,842.3100000000001
O00015425,2,983.9000000000001
O00015426,1,605.36
O00015427,3,786.8299999999999
O00015428,8,623.8800000000001
O00015429,4,343.69
O00015430,6,469.76
O00015431,3,1779.5700000000002
O00015432,4,616.17
O00015433,1,19.06
O00015434,8,1095.05
O00015435,1,101.57
O00015436,2,223.76
O00015437,3,115.21
O00015438,3,1304.19
O00015439,6,1442.81
O00015440,11,1055.14
O00015441,2,180.32
O00015442,3,751.23
O00015443,3,1560.18
O00015444,3,1559.6100000000001
O00015445,6,358.04
O00015446,1,529.06
O00015447,4,768.53
O00015448,4,1634.19
O00015449,1,168.03
O00015450,4,991.56
O00015451,3,977.2
O00015452,3,284.02
O00015453,8,852.64
O00015454,1,208.05
O00015455,2,952.63
O00015456,1,29.53
O00015457,2,195.44
O00015458,10,3295.8999999999996
O00015459,2,59.34
O00015460,1,28.77
O00015461,3,297.76
O00015462,1,40.24
O00015463,2,367.18
O00015464,1,474.22
O00015465,1,85.29
O00015466,1,80.1
O00015467,5,411.58000000000004
O00015468,2,186.73999999999998
O00015469,3,307.9
O00015470,4,393.40000000000003
O00015471,2,1388.64
O00015472,3,992.5500000000001
O00015473,3,112.32
O00015474,1,131.75
O00015475,2,166.68
O00015476,1,344.26
O00015477,3,400.41
O00015478,1,59.9
O00015479,2,266.64
O00015480,10,562.01
O00015481,5,4158.91
O00015482,2,1143.83
O00015483,1,295.84
O00015484,8,770.9
O00015485,2,268.44
O00015486,1,39.59
O00015487,2,101.08
O00015488,3,107.41
O00015489,3,179.39000000000001
O00015490,2,191.13
O00015491,2,206.94
O00015492,6,318.25
O00015493,2,85.78999999999999
O00015494,2,231.26
O00015495,3,1089.54
O00015496,7,1832.3100000000002
O00015497,4,1062.28
O00015498,6,822.6300000000001
O00015499,1,117.72
O00015500,1,152.24
O00015501,1,64.11
O00015502,10,5156.63
O00015503,1,20.41
O00015504,1,31.35
O00015505,1,31.44
O00015506,4,203.44
O00015507,4,93.81
O00015508,2,93.5
O00015509,1,14.44
O00015510,7,229.67000000000002
O00015511,2,138.65
O00015512,1,30.77
O00015513,3,374.61
O00015514,1,638.51
O00015515,4,744.48
O00015516,4,199.89
O00015517,2,414.06
O00015518,4,124.97
O00015519,5,293.92
O00015520,4,1778.8400000000001
O00015521,2,326.86
O00015522,2,429.67
O00015523,4,3274.34
O00015524,4,220.89999999999998
O00015525,1,775.52
O00015526,5,1231.79
O00015527,2,127.22
O00015528,5,2068.54
O00015529,1,8.6
O00015530,3,41.55
O00015531,6,1118.79
O00015532,2,101.91000000000001
O00015533,3,29.76
O00015534,3,424.92999999999995
O00015535,1,153.71
O00015536,2,127.76
O00015537,3,217.41
O00015538,5,449.78
O00015539,4,1801.55
O00015540,2,1426.0800000000002
O00015541,3,1241.42
O00015542,1,41.51
O00015543,1,66.03
O00015544,1,32.16
O00015545,2,210.41
O00015546,1,439.51
O00015547,7,609.98
O00015548,1,215.56
O00015549,1,37.59
O00015550,1,270.85
O00015551,4,797.94
O00015552,2,81.68
O00015553,1,323.14
O00015554,4,404.20000000000005
O00015555,7,292.11
O00015556,8,810.57
O00015557,3,469.97999999999996
O00015558,5,234.8
O00015559,1,42.19
O00015560,5,1252.44
O00015561,6,916.75
O00015562,3,17.94
O00015563,2,983.6600000000001
O00015564,3,605.05
O00015565,4,517.8199999999999
O00015566,4,516.91
O00015567,13,3308.02
O00015568,1,56.18
O00015569,2,74.46
O00015570,3,2618.32
O00015571,5,287.31
O00015572,5,799.49
O00015573,3,267.49
O00015574,2,110.08
O00015575,2,209.08
O00015576,5,546.38
O00015577,1,219.72
O00015578,1,34.28
O00015579,3,666.6999999999999
O00015580,4,453.25
O00015581,3,61.95
O00015582,11,1759.6899999999998
O00015583,1,55.14
O00015584,2,44.22
O00015585,1,441.37
O00015586,5,1565.53
O00015587,2,253.01
O00015588,2,141.25
O00015589,1,101.29
O00015590,6,2548.48
O00015591,9,1401.7
O00015592,7,800.85
O00015593,1,21.2
O00015594,2,234.48000000000002
O00015595,3,291.24
O00015596,4,485.91999999999996
O00015597,1,1387.39
O00015598,3,346.11
O00015599,2,112.33
O00015600,1,110.1
O00015601,3,301.11
O00015602,3,54.93
O00015603,2,215.92000000000002
O00015604,3,40.47
O00015605,7,808.27
O00015606,4,646.9499999999999
O00015607,4,230.98
O00015608,5,415.02
O00015609,7,1676.57
O00015610,2,289.18
O00015611,2,4070.84
O00015612,1,375.68
O00015613,2,109.79
O00015614,4,2472.14
O00015615,1,215.65
O00015616,1,29.53
O00015617,1,649.28
O00015618,6,978.88
O00015619,2,116.92
O00015620,4,512.37
O00015621,2,1062.63
O00015622,5,687.4
O00015623,4,1072.23
O00015624,3,250.53
O00015625,7,1699.06
O00015626,4,352.99
O00015627,3,655.26
O00015628,2,274.34
O00015629,3,551.73
O00015630,1,18.84
O00015631,1,70.76
O00015632,5,647.53
O00015633,5,230.10000000000002
O00015634,2,1680.02
O00015635,3,4436.59
O00015636,1,20.84
O00015637,3,193.89
O00015638,2,222.44
O00015639,4,784.72
O00015640,4,1461.0300000000002
O00015641,4,516.98
O00015642,6,1052.76
O00015643,5,1129.69
O00015644,1,63.98
O00015645,3,141.71
O00015646,1,103.67
O00015647,4,398.40000000000003
O00015648,3,363.51
O00015649,4,376.2300000000001
O00015650,4,92.91999999999999
O00015651,1,260.48
O00015652,1,77.34
O00015653,5,2234.51
O00015654,1,49.15
O00015655,2,358.92
O00015656,4,903.01
O00015657,2,149.22
O00015658,3,326.09
O00015659,2,27.97
O00015660,1,14.3
O00015661,1,53.51
O00015662,8,1964.42
O00015663,2,226.28
O00015664,9,477.04
O00015665,3,1567.54
O00015666,4,455.92
O00015667,9,623.39
O00015668,4,342.65
O00015669,4,384.44
O00015670,2,419.26
O00015671,5,644.76
O00015672,1,865.55
O00015673,4,2869.96
O00015674,2,102.61999999999999
O00015675,6,600.3399999999999
O00015676,2,830.0699999999999
O00015677,3,585.63
O00015678,2,600.14
O00015679,2,117.7
O00015680,2,914.1099999999999
O00015681,4,1587.76
O00015682,1,15.87
O00015683,1,651.6
O00015684,3,1682.1
O00015685,3,350.65
O00015686,5,199.13
O00015687,2,1736.4
O00015688,3,96.48
O00015689,1,110.33
O00015690,1,22.11
O00015691,3,367.8
O00015692,3,271.71
O00015693,3,462.87
O00015694,2,949.46
O00015695,3,383.05
O00015696,4,1490.6599999999999
O00015697,5,581.53
O00015698,5,1068.61
O00015699,3,178.47
O00015700,3,722.31
O00015701,4,2409.8
O00015702,1,40.71
O00015703,5,326.8
O00015704,6,2570.35
O00015705,1,327.68
O00015706,2,209.17000000000002
O00015707,2,240.46
O00015708,3,1215.58
O00015709,1,54.65
O00015710,1,60.33
O00015711,3,108.21000000000001
O00015712,1,208.34
O00015713,5,935.6899999999999
O00015714,1,18.76
O00015715,5,328.76
O00015716,7,861.69
O00015717,5,2110.27
O00015718,3,153.72
O00015719,1,115.37
O00015720,5,736.85
O00015721,4,78.35
O00015722,2,1184.69
O00015723,3,176.19
O00015724,2,180.3
O00015725,2,131.22
O00015726,4,495.63
O00015727,2,158.72
O00015728,1,685.59
O00015729,1,19.24
O00015730,3,376.35999999999996
O00015731,1,307.54
O00015732,4,328.04
O00015733,2,170.22
O00015734,1,108.5
O00015735,5,412.65999999999997
O00015736,5,827.98
O00015737,2,88.58
O00015738,1,50.3
O00015739,1,67.51
O00015740,5,282.28000000000003
O00015741,2,120.09
O00015742,4,676.99
O00015743,4,780.6
O00015744,3,1298.3899999999999
O00015745,4,428.05999999999995
O00015746,1,108.65
O00015747,3,119.82
O00015748,6,702.19
O00015749,2,154.57999999999998
O00015750,2,211.5
O00015751,1,742.47
O00015752,2,53.48
O00015753,4,342.55
O00015754,2,172.68
O00015755,1,577.93
O00015756,1,20.14
O00015757,1,20.19
O00015758,1,18.89
O00015759,7,1002.45
O00015760,3,183.75
O00015761,2,124.34
O00015762,1,9.27
O00015763,1,47.35
O00015764,4,332.02
O00015765,9,1642.79
O00015766,1,96.97
O00015767,6,394.7
O00015768,2,140.69
O00015769,3,4015.59
O00015770,1,17.35
O00015771,2,486.86
O00015772,2,45.1
O00015773,3,1625.76
O00015774,9,1029.1
O00015775,2,251.51999999999998
O00015776,2,102.54
O00015777,2,236.67000000000002
O00015778,4,657.66
O00015779,1,215.56
O00015780,6,762.9200000000001
O00015781,1,49.59
O00015782,1,157.95
O00015783,1,42.57
O00015784,6,721.35
O00015785,7,341.45
O00015786,1,197.07
O00015787,4,340.86
O00015788,1,74.08
O00015789,1,171.06
O00015790,1,152.24
O00015791,2,107.02
O00015792,1,610.48
O00015793,2,473.4
O00015794,2,477.08
O00015795,8,4086.0699999999997
O00015796,5,422.57
O00015797,6,413.36
O00015798,3,385.46000000000004
O00015799,6,674.7
O00015800,2,23.6
O00015801,3,296.14
O00015802,6,563.88
O00015803,2,89.08
O00015804,1,929.73
O00015805,3,256.21
O00015806,5,2344.23
O00015807,3,363.8
O00015808,2,200.56
O00015809,1,28.05
O00015810,1,140.3
O00015811,8,576.42
O00015812,4,207.82
O00015813,5,483.34999999999997
O00015814,3,40.02
O00015815,5,388.4
O00015816,2,766.75
O00015817,6,402.37
O00015818,2,599.32
O00015819,1,128.53
O00015820,3,791.4
O00015821,3,29.43
O00015822,1,100.81
O00015823,4,470.62
O00015824,4,638.5500000000001
O00015825,2,1830.61
O00015826,2,113.57
O00015827,3,3154.5
O00015828,1,661.52
O00015829,7,1066.7
O00015830,3,906.19
O00015831,1,10.35
O00015832,3,916.26
O00015833,5,485.23999999999995
O00015834,8,628.05
O00015835,5,620.12
O00015836,2,264.89
O00015837,1,77.46
O00015838,4,2885.06
O00015839,3,242.82999999999998
O00015840,3,284.44
O00015841,3,165.61
O00015842,5,447.59999999999997
O00015843,5,1386.99
O00015844,4,491.42
O00015845,5,1815.76
O00015846,6,1428.37
O00015847,3,781.0999999999999
O00015848,3,150.03
O00015849,1,53.16
O00015850,2,229.47
O00015851,2,19.96
O00015852,1,273.71
O00015853,6,2037.89
O00015854,1,132.7
O00015855,8,2254.5
O00015856,3,66.75
O00015857,1,97.78
O00015858,2,368.98
O00015859,4,300.29
O00015860,6,1199.6200000000001
O00015861,2,137.82999999999998
O00015862,5,1186.58
O00015863,2,130.35999999999999
O00015864,1,97.46
O00015865,2,216.98000000000002
O00015866,3,147.92000000000002
O00015867,4,365.96
O00015868,3,249.39
O00015869,1,84.98
O00015870,1,56.57
O00015871,4,300.84000000000003
O00015872,8,2447.31
O00015873,3,234.48
O00015874,5,190.39999999999998
O00015875,1,93.07
O00015876,1,21.3
O00015877,1,944.56
O00015878,5,818.78
O00015879,1,32.78
O00015880,1,26.74
O00015881,5,324.98
O00015882,2,2682.45
O00015883,3,287.21
O00015884,1,9.74
O00015885,2,114.69
O00015886,2,119.18
O00015887,2,507.58
O00015888,2,182.84
O00015889,1,295.84
O00015890,3,325.61
O00015891,3,1588.62
O00015892,2,394.14
O00015893,1,17.57
O00015894,6,501.09999999999997
O00015895,4,409.63
O00015896,3,73.93
O00015897,1,126.93
O00015898,3,3218.19
O00015899,9,1385.1799999999998
O00015900,3,567.05
O00015901,3,710.1
O00015902,1,83.76
O00015903,5,665.8
O00015904,4,182.82999999999998
O00015905,2,376.98
O00015906,5,653.67
O00015907,5,53.41
O00015908,3,424.90000000000003
O00015909,5,1039.1999999999998
O00015910,2,1158.8799999999999
O00015911,3,341.49
O00015912,6,576.11
O00015913,1,31.08
O00015914,3,240.85
O00015915,3,276.55
O00015916,4,457.79
O00015917,2,119.55
O00015918,6,1683.5800000000002
O00015919,1,176.19
O00015920,2,38.18
O00015921,5,1479.59
O00015922,4,78.38
O00015923,2,114.92999999999999
O00015924,2,961.0
O00015925,1,147.47
O00015926,1,57.65
O00015927,1,108.18
O00015928,2,441.23
O00015929,6,646.06
O00015930,6,1280.9099999999999
O00015931,5,562.1400000000001
O00015932,4,897.5999999999999
O00015933,1,71.29
O00015934,6,278.42
O00015935,7,1179.98
O00015936,2,76.47
O00015937,1,14.99
O00015938,1,90.57
O00015939,1,34.58
O00015940,3,131.81
O00015941,2,330.06
O00015942,6,1516.2
O00015943,1,76.91
O00015944,3,104.57
O00015945,2,469.98
O00015946,1,71.01
O00015947,2,125.08
O00015948,2,56.74
O00015949,8,372.89
O00015950,4,1089.82
O00015951,3,174.81
O00015952,3,767.67
O00015953,3,214.23
O00015954,6,1472.48
O00015955,1,326.01
O00015956,7,940.37
O00015957,3,31.26
O00015958,2,84.96
O00015959,3,721.06
O00015960,3,345.91
O00015961,7,1566.8700000000001
O00015962,3,581.26
O00015963,3,412.47
O00015964,1,70.39
O00015965,1,26.13
O00015966,6,2300.44
O00015967,6,1382.01
O00015968,5,548.0
O00015969,7,1070.31
O00015970,5,513.91
O00015971,2,225.23999999999998
O00015972,1,180.71
O00015973,2,1006.96
O00015974,5,1542.89
O00015975,2,100.75999999999999
O00015976,1,314.58
O00015977,2,68.56
O00015978,3,173.61
O00015979,1,159.14
O00015980,3,154.61
O00015981,2,220.45999999999998
O00015982,6,927.96
O00015983,2,64.7
O00015984,3,996.1800000000001
O00015985,2,199.12
O00015986,1,60.83
O00015987,1,37.71
O00015988,5,449.45000000000005
O00015989,3,35.34
O00015990,7,488.22
O00015991,3,376.82
O00015992,1,476.36
O00015993,4,1024.0800000000002
O00015994,3,437.31
O00015995,5,1931.88
O00015996,2,760.34
O00015997,5,3936.9799999999996
O00015998,1,361.55
O00015999,6,3812.4300000000003
O00016000,4,399.59000000000003
O00016001,1,811.5
O00016002,1,44.14
O00016003,4,346.33
O00016004,7,541.6899999999999
O00016005,1,71.01
O00016006,4,162.43
O00016007,5,315.07
O00016008,4,515.91
O00016009,1,74.41
O00016010,8,524.3299999999999
O00016011,3,180.35999999999999
O00016012,2,545.8299999999999
O00016013,1,19.14
O00016014,1,78.36
O00016015,4,604.04
O00016016,2,652.02
O00016017,1,307.27
O00016018,2,1551.04
O00016019,3,98.3
O00016020,3,526.88
O00016021,4,1515.7
O00016022,1,69.34
O00016023,2,499.78000000000003
O00016024,7,564.41
O00016025,1,318.23
O00016026,1,1257.52
O00016027,5,733.93
O00016028,3,612.85
O00016029,1,20.84
O00016030,1,13.34
O00016031,3,2946.3
O00016032,1,60.33
O00016033,7,1461.94
O00016034,7,1086.38
O00016035,1,179.46
O00016036,6,1668.18
O00016037,2,61.21
O00016038,1,250.79
O00016039,2,464.68
O00016040,3,281.21
O00016041,4,2609.47
O00016042,5,951.9
O00016043,1,474.22
O00016044,2,844.44
O00016045,3,254.94
O00016046,1,97.57
O00016047,1,83.6
O00016048,1,130.56
O00016049,2,1351.4099999999999
O00016050,3,1907.59
O00016051,2,197.58
O00016052,2,1458.84
O00016053,1,171.06
O00016054,5,841.13
O00016055,1,126.6
O00016056,3,107.0
O00016057,2,1835.18
O00016058,4,628.86
O00016059,1,51.78
O00016060,1,28.04
O00016061,1,54.55
O00016062,1,128.37
O00016063,1,42.15
O00016064,1,10.42
O00016065,3,395.25
O00016066,4,129.01999999999998
O00016067,1,21.92
O00016068,1,79.29
O00016069,3,348.39
O00016070,4,1209.6100000000001
O00016071,1,132.71
O00016072,3,1607.29
O00016073,3,247.42000000000002
O00016074,1,91.42
O00016075,1,982.1
O00016076,6,179.84
O00016077,6,2134.36
O00016078,1,542.86
O00016079,6,1395.25
O00016080,1,384.4
O00016081,1,366.84
O00016082,1,363.12
O00016083,2,137.6
O00016084,3,386.42
O00016085,1,165.03
O00016086,2,51.9
O00016087,6,1150.4
O00016088,8,884.85
O00016089,3,536.5600000000001
O00016090,1,213.25
O00016091,6,679.08
O00016092,1,122.71
O00016093,4,878.34
O00016094,2,66.7
O00016095,4,559.2
O00016096,4,1076.53
O00016097,3,914.3399999999999
O00016098,3,265.44
O00016099,5,38.39
O00016100,1,47.96
O00016101,4,491.65000000000003
O00016102,2,351.78999999999996
O00016103,1,59.55
O00016104,2,96.1
O00016105,1,84.98
O00016106,1,970.1
O00016107,5,879.97
O00016108,2,353.03999999999996
O00016109,1,118.11
O00016110,1,47.08
O00016111,5,635.72
O00016112,1,224.01
O00016113,3,420.75
O00016114,4,329.4
O00016115,1,20.4
O00016116,1,63.5
O00016117,1,150.71
O00016118,1,140.52
O00016119,2,145.0
O00016120,2,379.76
O00016121,3,80.37
O00016122,5,887.5
O00016123,2,121.28999999999999
O00016124,7,185.57
O00016125,1,43.57
O00016126,2,1431.6
O00016127,1,22.36
O00016128,2,41.42
O00016129,1,67.08
